,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed,lat,lon,e_lat,e_lon,difference
24,24,24,24,25.36886833333333,51.551335,0.0,0.0,1561285795795,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598,25.368643159433915,51.551755734592,0.04913092311336702
25,25,25,25,25.36886833333333,51.551335,0.0,0.0,1561285795795,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369,25.368643159433915,51.551755734592,0.04913092311336702
26,26,26,26,25.36886833333333,51.551335,0.0,0.0,1561285795795,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053,25.368643159433915,51.551755734592,0.04913092311336702
27,27,27,27,25.36886833333333,51.551335,0.0,0.0,1561285795795,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102,25.368643159433915,51.551755734592,0.04913092311336702
28,28,28,28,25.36886833333333,51.551335,0.0,0.0,1561285795795,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817,25.368643159433915,51.551755734592,0.04913092311336702
29,29,29,29,25.36886833333333,51.551335,0.0,0.0,1561285795795,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982,25.368643159433915,51.551755734592,0.04913092311336702
30,30,30,30,25.36886833333333,51.551335,0.0,0.0,1561285795795,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006,25.368643159433915,51.551755734592,0.04913092311336702
31,31,31,31,25.36886833333333,51.551335,0.0,0.0,1561285795795,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961,25.368643159433915,51.551755734592,0.04913092311336702
32,32,32,32,25.36886833333333,51.551335,0.0,0.0,1561285795795,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542,25.368643159433915,51.551755734592,0.04913092311336702
33,33,33,33,25.36886833333333,51.551335,0.0,0.0,1561285795795,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201,25.368643159433915,51.551755734592,0.04913092311336702
34,34,34,34,25.36886833333333,51.551335,0.0,0.0,1561285795795,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779,25.368643159433915,51.551755734592,0.04913092311336702
35,35,35,35,25.36886833333333,51.551335,0.0,0.0,1561285795795,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364,25.368643159433915,51.551755734592,0.04913092311336702
36,36,36,36,25.368815,51.551541666666665,0.0,0.0,1561285796884,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598,25.368643159433915,51.551755734592,0.02876973719259333
37,37,37,37,25.368815,51.551541666666665,0.0,0.0,1561285796884,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369,25.368643159433915,51.551755734592,0.02876973719259333
38,38,38,38,25.368815,51.551541666666665,0.0,0.0,1561285796884,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053,25.368643159433915,51.551755734592,0.02876973719259333
39,39,39,39,25.368815,51.551541666666665,0.0,0.0,1561285796884,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102,25.368643159433915,51.551755734592,0.02876973719259333
40,40,40,40,25.368815,51.551541666666665,0.0,0.0,1561285796884,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817,25.368643159433915,51.551755734592,0.02876973719259333
41,41,41,41,25.368815,51.551541666666665,0.0,0.0,1561285796884,5,GSM,False,29171,9402,427,1,-77,4,0.0,25.365463,51.559982,25.368643159433915,51.551755734592,0.02876973719259333
42,42,42,42,25.368815,51.551541666666665,0.0,0.0,1561285796884,6,GSM,False,49543,9402,427,1,-85,4,0.0,25.388344,51.551006,25.368643159433915,51.551755734592,0.02876973719259333
43,43,43,43,25.368815,51.551541666666665,0.0,0.0,1561285796884,7,GSM,True,17383,120,427,2,11,4,0.0,25.368232,51.550961,25.368643159433915,51.551755734592,0.02876973719259333
44,44,44,44,25.368815,51.551541666666665,0.0,0.0,1561285796884,8,GSM,False,17382,120,427,2,-3,4,0.0,25.3502655,51.53068542,25.368643159433915,51.551755734592,0.02876973719259333
45,45,45,45,25.368815,51.551541666666665,0.0,0.0,1561285796884,9,GSM,False,16573,120,427,2,-35,4,0.0,25.33103943,51.53343201,25.368643159433915,51.551755734592,0.02876973719259333
46,46,46,46,25.368815,51.551541666666665,0.0,0.0,1561285796884,10,GSM,False,17381,120,427,2,-37,4,0.0,25.362966,51.554779,25.368643159433915,51.551755734592,0.02876973719259333
47,47,47,47,25.368815,51.551541666666665,0.0,0.0,1561285796884,11,GSM,False,10022,120,427,2,-69,4,0.0,25.368139,51.546364,25.368643159433915,51.551755734592,0.02876973719259333
48,48,48,48,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,0,GSM,True,40283,9402,427,1,-9,4,0.0,25.369492,51.550598,25.368643159433915,51.551755734592,0.033736800365685014
49,49,49,49,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,1,GSM,False,40282,9402,427,1,-25,4,0.0,25.367661,51.550369,25.368643159433915,51.551755734592,0.033736800365685014
50,50,50,50,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,2,GSM,False,40281,9402,427,1,-39,4,0.0,25.368256,51.557053,25.368643159433915,51.551755734592,0.033736800365685014
51,51,51,51,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,3,GSM,False,29173,9402,427,1,-67,4,0.0,25.366287,51.551102,25.368643159433915,51.551755734592,0.033736800365685014
52,52,52,52,25.36882666666667,51.551488333333324,0.0,0.0,1561285797844,4,GSM,False,25642,9402,427,1,-67,4,0.0,25.368494,51.552817,25.368643159433915,51.551755734592,0.033736800365685014
