,Unnamed: 0,GPS_lat,GPS_long,Network_lat,Network_long,Time,Anchor_Number,Type,Registered,CID,LAC,MCC,MNC,dBm,level,spoofed
4291,4410,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,1,GSM,False,22963,9401,427,1,-7,4,1.0
4292,4411,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,2,GSM,False,22961,9401,427,1,-41,4,1.0
4293,4412,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,3,GSM,False,20321,9401,427,1,-55,4,1.0
4294,4413,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,4,GSM,False,18361,9401,427,1,-55,4,1.0
4295,4414,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,5,GSM,False,23193,9401,427,1,-65,4,1.0
4296,4415,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,6,GSM,True,10102,120,427,2,-3,4,1.0
4297,4416,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,7,GSM,False,58001,120,427,2,-23,4,1.0
4298,4417,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,8,GSM,False,16391,120,427,2,-37,4,1.0
4299,4418,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,9,GSM,False,10101,120,427,2,-37,4,1.0
4300,4419,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,10,GSM,False,10601,120,427,2,-39,4,1.0
4301,4420,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,11,GSM,False,16521,120,427,2,-41,4,1.0
4302,4421,25.39453831903499,51.53978371437999,0.0,0.0,1561286565408,12,GSM,False,10642,120,427,2,-41,4,1.0
4303,4422,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,0,GSM,True,22962,9401,427,1,13,4,1.0
4304,4423,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,1,GSM,False,22963,9401,427,1,-7,4,1.0
4305,4424,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,2,GSM,False,22961,9401,427,1,-37,4,1.0
4306,4425,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,3,GSM,False,20321,9401,427,1,-55,4,1.0
4307,4426,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,4,GSM,False,18361,9401,427,1,-57,4,1.0
4308,4427,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,5,GSM,False,23193,9401,427,1,-65,4,1.0
4309,4428,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,6,GSM,False,16781,9401,427,1,-71,4,1.0
4310,4429,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,7,GSM,True,10102,120,427,2,-1,4,1.0
4311,4430,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,8,GSM,False,58001,120,427,2,-23,4,1.0
4312,4431,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,9,GSM,False,16391,120,427,2,-37,4,1.0
4313,4432,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,10,GSM,False,10101,120,427,2,-37,4,1.0
4314,4433,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,11,GSM,False,10601,120,427,2,-39,4,1.0
4315,4434,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,12,GSM,False,16521,120,427,2,-41,4,1.0
4316,4435,25.394677345797376,51.53979364373313,0.0,0.0,1561286569188,13,GSM,False,10642,120,427,2,-41,4,1.0
4317,4437,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,0,GSM,True,22962,9401,427,1,13,4,1.0
4318,4438,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,1,GSM,False,22963,9401,427,1,-9,4,1.0
4319,4439,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,2,GSM,False,22961,9401,427,1,-37,4,1.0
4320,4440,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,3,GSM,False,18361,9401,427,1,-55,4,1.0
4321,4441,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,4,GSM,False,20321,9401,427,1,-55,4,1.0
4322,4442,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,5,GSM,False,20212,9401,427,1,-57,4,1.0
4323,4443,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,6,GSM,False,23193,9401,427,1,-65,4,1.0
4324,4444,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,7,GSM,True,10102,120,427,2,-1,4,1.0
4325,4445,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,8,GSM,False,58001,120,427,2,-23,4,1.0
4326,4446,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,9,GSM,False,10601,120,427,2,-33,4,1.0
4327,4447,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,10,GSM,False,16391,120,427,2,-37,4,1.0
4328,4448,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,11,GSM,False,16521,120,427,2,-39,4,1.0
4329,4449,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,12,GSM,False,10101,120,427,2,-41,4,1.0
4330,4450,25.394540744029783,51.53978388756296,0.0,0.0,1561286576592,13,GSM,False,10642,120,427,2,-45,4,1.0
4331,4453,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,0,GSM,True,22962,9401,427,1,11,4,1.0
4332,4454,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,1,GSM,False,22963,9401,427,1,-9,4,1.0
4333,4455,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,2,GSM,False,22961,9401,427,1,-29,4,1.0
4334,4456,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,3,GSM,False,20321,9401,427,1,-55,4,1.0
4335,4457,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,4,GSM,False,18361,9401,427,1,-57,4,1.0
4336,4458,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,5,GSM,False,20212,9401,427,1,-59,4,1.0
4337,4459,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,6,GSM,False,25191,9401,427,1,-63,4,1.0
4338,4460,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,7,GSM,True,10102,120,427,2,1,4,1.0
4339,4461,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,8,GSM,False,58001,120,427,2,-29,4,1.0
4340,4462,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,9,GSM,False,10601,120,427,2,-29,4,1.0
4341,4463,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,10,GSM,False,16521,120,427,2,-29,4,1.0
4342,4464,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,11,GSM,False,10101,120,427,2,-39,4,1.0
4343,4465,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,12,GSM,False,16391,120,427,2,-39,4,1.0
4344,4466,25.395934782872374,51.53988345043847,0.0,0.0,1561286591419,13,GSM,False,16393,120,427,2,-45,4,1.0
4345,4467,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,0,GSM,True,22962,9401,427,1,-13,4,1.0
4346,4468,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,1,GSM,False,22963,9401,427,1,-15,4,1.0
4347,4469,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,2,GSM,False,22961,9401,427,1,-31,4,1.0
4348,4470,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,3,GSM,False,20321,9401,427,1,-55,4,1.0
4349,4471,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,4,GSM,False,18361,9401,427,1,-57,4,1.0
4350,4472,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,5,GSM,False,20212,9401,427,1,-61,4,1.0
4351,4473,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,6,GSM,False,25191,9401,427,1,-61,4,1.0
4352,4474,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,7,GSM,True,10102,120,427,2,5,4,1.0
4353,4475,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,8,GSM,False,58001,120,427,2,-29,4,1.0
4354,4476,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,9,GSM,False,16521,120,427,2,-31,4,1.0
4355,4477,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,10,GSM,False,10601,120,427,2,-33,4,1.0
4356,4478,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,11,GSM,False,10101,120,427,2,-33,4,1.0
4357,4479,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,12,GSM,False,16391,120,427,2,-39,4,1.0
4358,4480,25.396184392907177,51.53990127790433,0.0,0.0,1561286595510,13,GSM,False,16393,120,427,2,-45,4,1.0
4359,4481,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,0,GSM,True,22963,9401,427,1,-37,4,1.0
4360,4482,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,1,GSM,False,22961,9401,427,1,-19,4,1.0
4361,4483,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,2,GSM,False,20321,9401,427,1,-45,4,1.0
4362,4484,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,3,GSM,False,23193,9401,427,1,-67,4,1.0
4363,4485,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,4,GSM,True,10102,120,427,2,11,4,1.0
4364,4486,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,5,GSM,False,10101,120,427,2,-19,4,1.0
4365,4487,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,6,GSM,False,16521,120,427,2,-29,4,1.0
4366,4488,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,7,GSM,False,58001,120,427,2,-31,4,1.0
4367,4489,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,8,GSM,False,10601,120,427,2,-37,4,1.0
4368,4490,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,9,GSM,False,16391,120,427,2,-41,4,1.0
4369,4491,25.397113954356403,51.539967668501525,0.0,0.0,1561286608665,10,GSM,False,16393,120,427,2,-43,4,1.0
4370,4499,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,0,GSM,True,22961,9401,427,1,-35,4,1.0
4371,4500,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,1,GSM,False,22962,9401,427,1,-17,4,1.0
4372,4501,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,2,GSM,False,22963,9401,427,1,-39,4,1.0
4373,4502,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,3,GSM,False,17951,9401,427,1,-55,4,1.0
4374,4503,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,4,GSM,False,17952,9401,427,1,-61,4,1.0
4375,4504,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,5,GSM,False,23193,9401,427,1,-65,4,1.0
4376,4505,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,6,GSM,False,18361,9401,427,1,-71,4,1.0
4377,4506,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,7,GSM,True,10102,120,427,2,-15,4,1.0
4378,4507,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,8,GSM,False,10101,120,427,2,-1,4,1.0
4379,4508,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,9,GSM,False,16521,120,427,2,-37,4,1.0
4380,4509,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,10,GSM,False,16391,120,427,2,-39,4,1.0
4381,4510,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,11,GSM,False,58001,120,427,2,-41,4,1.0
4382,4511,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,12,GSM,False,10601,120,427,2,-43,4,1.0
4383,4512,25.398463600870176,51.54006406291236,0.0,0.0,1561286633868,13,GSM,False,10641,120,427,2,-47,4,1.0
4384,4521,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,0,GSM,True,22961,9401,427,1,-53,4,1.0
4385,4522,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,1,GSM,False,17951,9401,427,1,-53,4,1.0
4386,4523,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,2,GSM,False,23023,9401,427,1,-57,4,1.0
4387,4524,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,3,GSM,False,18361,9401,427,1,-67,4,1.0
4388,4525,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,4,GSM,False,17952,9401,427,1,-75,4,1.0
4389,4526,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,5,GSM,True,10101,120,427,2,-31,4,1.0
4390,4527,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,6,GSM,False,10102,120,427,2,-27,4,1.0
4391,4528,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,7,GSM,False,10632,120,427,2,-33,4,1.0
4392,4529,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,8,GSM,False,10633,120,427,2,-41,4,1.0
4393,4530,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,9,GSM,False,10641,120,427,2,-45,4,1.0
4394,4531,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,10,GSM,False,10642,120,427,2,-49,4,1.0
4395,4532,25.40021278547943,51.5401889945177,0.0,0.0,1561286654865,11,GSM,False,16522,120,427,2,-53,4,1.0
4396,4533,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,0,GSM,True,22961,9401,427,1,-57,4,1.0
4397,4534,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,1,GSM,False,26201,9401,427,1,-49,4,1.0
4398,4535,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,2,GSM,False,23022,9401,427,1,-57,4,1.0
4399,4536,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,3,GSM,False,23023,9401,427,1,-57,4,1.0
4400,4537,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,4,GSM,False,18361,9401,427,1,-63,4,1.0
4401,4538,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,5,GSM,False,18822,9401,427,1,-65,4,1.0
4402,4539,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,6,GSM,False,17952,9401,427,1,-73,4,1.0
4403,4540,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,7,GSM,True,10102,120,427,2,-39,4,1.0
4404,4541,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,8,GSM,False,10633,120,427,2,-47,4,1.0
4405,4542,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,9,GSM,False,10642,120,427,2,-53,4,1.0
4406,4543,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,10,GSM,False,10101,120,427,2,-53,4,1.0
4407,4544,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,11,GSM,False,10641,120,427,2,-55,4,1.0
4408,4545,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,12,GSM,False,16391,120,427,2,-63,4,1.0
4409,4546,25.400573721077592,51.54021477391064,0.0,0.0,1561286658854,13,GSM,False,10601,120,427,2,-67,4,1.0
4410,4547,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,0,GSM,True,22961,9401,427,1,-57,4,1.0
4411,4548,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,1,GSM,False,26201,9401,427,1,-49,4,1.0
4412,4549,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,2,GSM,False,23022,9401,427,1,-57,4,1.0
4413,4550,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,3,GSM,False,23023,9401,427,1,-57,4,1.0
4414,4551,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,4,GSM,False,18361,9401,427,1,-63,4,1.0
4415,4552,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,5,GSM,False,18822,9401,427,1,-65,4,1.0
4416,4553,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,6,GSM,False,17952,9401,427,1,-73,4,1.0
4417,4554,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,7,GSM,True,10102,120,427,2,-39,4,1.0
4418,4555,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,8,GSM,False,10633,120,427,2,-47,4,1.0
4419,4556,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,9,GSM,False,10642,120,427,2,-53,4,1.0
4420,4557,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,10,GSM,False,10101,120,427,2,-53,4,1.0
4421,4558,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,11,GSM,False,10641,120,427,2,-55,4,1.0
4422,4559,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,12,GSM,False,16391,120,427,2,-63,4,1.0
4423,4560,25.4007838194624,51.5402297799811,0.0,0.0,1561286660410,13,GSM,False,10601,120,427,2,-67,4,1.0
4424,4561,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,0,GSM,True,22961,9401,427,1,-57,4,1.0
4425,4562,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,1,GSM,False,26201,9401,427,1,-49,4,1.0
4426,4563,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,2,GSM,False,23022,9401,427,1,-57,4,1.0
4427,4564,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,3,GSM,False,23023,9401,427,1,-57,4,1.0
4428,4565,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,4,GSM,False,18361,9401,427,1,-63,4,1.0
4429,4566,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,5,GSM,False,18822,9401,427,1,-65,4,1.0
4430,4567,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,6,GSM,False,17952,9401,427,1,-73,4,1.0
4431,4568,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,7,GSM,True,10102,120,427,2,-43,4,1.0
4432,4569,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,8,GSM,False,10633,120,427,2,-41,4,1.0
4433,4570,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,9,GSM,False,10101,120,427,2,-49,4,1.0
4434,4571,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,10,GSM,False,10642,120,427,2,-51,4,1.0
4435,4572,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,11,GSM,False,10641,120,427,2,-51,4,1.0
4436,4573,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,12,GSM,False,16521,120,427,2,-53,4,1.0
4437,4574,25.401176339791597,51.5402578154083,0.0,0.0,1561286668499,13,GSM,False,16391,120,427,2,-63,4,1.0
4438,4580,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,0,GSM,True,18822,9401,427,1,-65,4,1.0
4439,4581,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,1,GSM,False,18821,9401,427,1,-63,4,1.0
4440,4582,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,2,GSM,False,18823,9401,427,1,-67,4,1.0
4441,4583,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,3,GSM,True,10642,120,427,2,-49,4,1.0
4442,4584,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,4,GSM,False,10641,120,427,2,-27,4,1.0
4443,4585,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,5,GSM,False,10101,120,427,2,-41,4,1.0
4444,4586,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,6,GSM,False,10601,120,427,2,-65,4,1.0
4445,4587,25.401741146060232,51.54029815634192,0.0,0.0,1561286682347,7,GSM,False,58001,120,427,2,-71,4,1.0
4446,4591,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,0,GSM,True,10531,120,427,2,-1,4,1.0
4447,4592,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,1,GSM,False,10091,121,427,2,-7,4,1.0
4448,4593,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,2,GSM,False,10532,120,427,2,-11,4,1.0
4449,4594,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,3,GSM,False,10092,121,427,2,-47,4,1.0
4450,4595,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,4,GSM,False,10112,120,427,2,-47,4,1.0
4451,4596,25.402812593135096,51.5403746841357,0.0,0.0,1561286698968,5,GSM,False,58001,120,427,2,-95,3,1.0
4452,4602,25.40242860858253,51.54034725790784,0.0,0.0,1561286715376,0,GSM,True,18822,9401,427,1,-71,4,1.0
4453,4603,25.40242860858253,51.54034725790784,0.0,0.0,1561286715376,1,GSM,False,18823,9401,427,1,-79,4,1.0
4454,4604,25.40242860858253,51.54034725790784,0.0,0.0,1561286715376,2,GSM,False,18821,9401,427,1,-85,4,1.0
4455,4605,25.40242860858253,51.54034725790784,0.0,0.0,1561286715376,3,GSM,True,10091,121,427,2,-29,4,1.0
4456,4617,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,0,GSM,True,45283,9401,427,1,-39,4,1.0
4457,4618,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,1,GSM,False,45282,9401,427,1,-31,4,1.0
4458,4619,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,2,GSM,False,23022,9401,427,1,-31,4,1.0
4459,4620,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,3,GSM,False,23023,9401,427,1,-55,4,1.0
4460,4621,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,4,GSM,False,16851,9401,427,1,-59,4,1.0
4461,4622,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,5,GSM,False,16852,9401,427,1,-61,4,1.0
4462,4623,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,6,GSM,True,10091,121,427,2,3,4,1.0
4463,4624,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,7,GSM,False,10532,120,427,2,-23,4,1.0
4464,4625,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,8,GSM,False,10112,120,427,2,-39,4,1.0
4465,4626,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,9,GSM,False,10092,121,427,2,-39,4,1.0
4466,4627,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,10,GSM,False,10531,120,427,2,-39,4,1.0
4467,4628,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,11,GSM,False,10521,121,427,2,-49,4,1.0
4468,4629,25.40377724359231,51.54044358431761,0.0,0.0,1561286729960,12,GSM,False,10641,120,427,2,-53,4,1.0
4469,4631,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,0,GSM,True,45282,9401,427,1,-43,4,1.0
4470,4632,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,1,GSM,False,23022,9401,427,1,-31,4,1.0
4471,4633,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,2,GSM,False,17451,9401,427,1,-51,4,1.0
4472,4634,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,3,GSM,False,23023,9401,427,1,-61,4,1.0
4473,4635,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,4,GSM,True,10091,121,427,2,-19,4,1.0
4474,4636,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,5,GSM,False,10532,120,427,2,-29,4,1.0
4475,4637,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,6,GSM,False,10092,121,427,2,-39,4,1.0
4476,4638,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,7,GSM,False,10112,120,427,2,-43,4,1.0
4477,4639,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,8,GSM,False,10531,120,427,2,-47,4,1.0
4478,4640,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,9,GSM,False,10521,121,427,2,-51,4,1.0
4479,4641,25.40442770631871,51.54049004421155,0.0,0.0,1561286741261,10,GSM,False,10641,120,427,2,-59,4,1.0
4480,4645,25.405761206620408,51.54058529120129,0.0,0.0,1561286755814,0,GSM,True,10092,121,427,2,-19,4,1.0
4481,4646,25.405761206620408,51.54058529120129,0.0,0.0,1561286755814,1,GSM,False,11381,121,427,2,-37,4,1.0
4482,4647,25.405761206620408,51.54058529120129,0.0,0.0,1561286755814,2,GSM,False,10532,120,427,2,-39,4,1.0
4483,4648,25.405761206620408,51.54058529120129,0.0,0.0,1561286755814,3,GSM,False,10531,120,427,2,-47,4,1.0
4484,4649,25.405761206620408,51.54058529120129,0.0,0.0,1561286755814,4,GSM,False,10641,120,427,2,-57,4,1.0
4485,4660,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,0,GSM,True,49701,9401,427,1,5,4,1.0
4486,4661,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,1,GSM,False,45282,9401,427,1,-47,4,1.0
4487,4662,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,2,GSM,True,19921,121,427,2,3,4,1.0
4488,4663,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,3,GSM,False,19923,121,427,2,-33,4,1.0
4489,4664,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,4,GSM,False,10532,120,427,2,-39,4,1.0
4490,4665,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,5,GSM,False,11031,161,427,2,-49,4,1.0
4491,4666,25.40609263126176,51.54060896389811,0.0,0.0,1561286770435,6,GSM,False,10641,120,427,2,-59,4,1.0
4492,4667,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,0,GSM,True,49701,9401,427,1,5,4,1.0
4493,4668,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,1,GSM,False,45282,9401,427,1,-47,4,1.0
4494,4669,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,2,GSM,True,19921,121,427,2,3,4,1.0
4495,4670,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,3,GSM,False,19923,121,427,2,-33,4,1.0
4496,4671,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,4,GSM,False,10532,120,427,2,-39,4,1.0
4497,4672,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,5,GSM,False,11031,161,427,2,-49,4,1.0
4498,4673,25.40609680075621,51.54060926171377,0.0,0.0,1561286771159,6,GSM,False,10641,120,427,2,-59,4,1.0
4499,4674,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,0,GSM,True,49701,9401,427,1,-1,4,1.0
4500,4675,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,1,GSM,False,45282,9401,427,1,-51,4,1.0
4501,4676,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,2,GSM,False,49703,9401,427,1,-53,4,1.0
4502,4677,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,3,GSM,True,19921,121,427,2,1,4,1.0
4503,4678,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,4,GSM,False,19923,121,427,2,-27,4,1.0
4504,4679,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,5,GSM,False,10092,121,427,2,-37,4,1.0
4505,4680,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,6,GSM,False,10532,120,427,2,-47,4,1.0
4506,4681,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,7,GSM,False,11031,161,427,2,-53,4,1.0
4507,4682,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,8,GSM,False,62393,121,427,2,-55,4,1.0
4508,4683,25.40606697924956,51.54060713164448,0.0,0.0,1561286774271,9,GSM,False,10641,120,427,2,-61,4,1.0
4509,4685,25.406789668309983,51.54065875135,0.0,0.0,1561286786425,0,GSM,True,49701,9401,427,1,-19,4,1.0
4510,4686,25.406789668309983,51.54065875135,0.0,0.0,1561286786425,1,GSM,False,49703,9401,427,1,-29,4,1.0
4511,4687,25.406789668309983,51.54065875135,0.0,0.0,1561286786425,2,GSM,False,45913,9401,427,1,-53,4,1.0
4512,4688,25.406789668309983,51.54065875135,0.0,0.0,1561286786425,3,GSM,True,19921,121,427,2,-11,4,1.0
4513,4689,25.406789668309983,51.54065875135,0.0,0.0,1561286786425,4,GSM,False,19923,121,427,2,-13,4,1.0
